username,status,raw_data
gorru0145,success,"{""id"":49320750,""email"":[],""login"":""gorru0145"",""followers"":0,""following"":0,""avatar_url"":""https://avatars.githubusercontent.com/u/49320750?v=4"",""created_at"":""2019-04-05T18:16:38Z"",""updated_at"":""2024-07-05T08:12:49Z"",""public_gists"":""https://gist.github.com/gorru0145"",""public_repos"":4}"
